Id,SalePrice
1461,121627.4
1462,155391.16
1463,186980.53
1464,193489.64
1465,188200.55
1466,176756.66
1467,173785.23
1468,169844.44
1469,185481.16
1470,122265.234
1471,200724.16
1472,95356.97
1473,97168.086
1474,161407.97
1475,121603.38
1476,400676.88
1477,248403.27
1478,286645.75
1479,270142.66
1480,443784.9
1481,322144.4
1482,203281.56
1483,168028.94
1484,172094.3
1485,177922.89
1486,191970.97
1487,353933.7
1488,236457.55
1489,201591.88
1490,226909.27
1491,188707.84
1492,84343.445
1493,178512.06
1494,298093.34
1495,288459.62
1496,229886.05
1497,182733.61
1498,162901.67
1499,161338.53
1500,156534.81
1501,176984.27
1502,153509.55
1503,286014.66
1504,233622.56
1505,218935.77
1506,172017.84
1507,246381.64
1508,183022.5
1509,158261.84
1510,140469.78
1511,135546.34
1512,162595.6
1513,144999.69
1514,175953.55
1515,200531.45
1516,152987.22
1517,166528.12
1518,129032.805
1519,217331.83
1520,131233.06
1521,130483.805
1522,166865.11
1523,108076.81
1524,118808.36
1525,122635.2
1526,110885.984
1527,103419.7
1528,132551.0
1529,146558.8
1530,178513.11
1531,110022.98
1532,99584.42
1533,141177.52
1534,114503.79
1535,156713.8
1536,98542.29
1537,63916.566
1538,163110.88
1539,214712.94
1540,102013.83
1541,144581.62
1542,139930.03
1543,203962.6
1544,80134.68
1545,110512.29
1546,131032.12
1547,137820.19
1548,139877.98
1549,111027.375
1550,140851.08
1551,109442.695
1552,150530.19
1553,154443.2
1554,103305.805
1555,164992.06
1556,84678.67
1557,119994.67
1558,96700.805
1559,82300.9
1560,138640.95
1561,139521.78
1562,123960.49
1563,114426.945
1564,158978.84
1565,145708.36
1566,240182.38
1567,69416.984
1568,217665.7
1569,145134.2
1570,127858.266
1571,121902.164
1572,148601.11
1573,247260.5
1574,109408.44
1575,215424.0
1576,228520.8
1577,195454.77
1578,154607.58
1579,148444.25
1580,190412.38
1581,162208.42
1582,125740.01
1583,315924.53
1584,223598.02
1585,141614.56
1586,75462.58
1587,92661.95
1588,148880.19
1589,101313.305
1590,130511.61
1591,89105.57
1592,114554.32
1593,134481.75
1594,193847.67
1595,113986.25
1596,243354.17
1597,202002.61
1598,214165.97
1599,186166.8
1600,178297.08
1601,78295.195
1602,107898.54
1603,90482.56
1604,262448.97
1605,242226.39
1606,166204.97
1607,167505.6
1608,209343.11
1609,197092.08
1610,147839.56
1611,132552.42
1612,162883.94
1613,155188.44
1614,128337.13
1615,89362.51
1616,68558.9
1617,94942.016
1618,120817.47
1619,137957.19
1620,176826.2
1621,137075.0
1622,140347.94
1623,286809.5
1624,199387.78
1625,121894.16
1626,162982.16
1627,185078.52
1628,277383.56
1629,182809.14
1630,355546.28
1631,218900.83
1632,251041.5
1633,174978.64
1634,185952.53
1635,183087.84
1636,153966.27
1637,192153.05
1638,197227.92
1639,177577.62
1640,259268.6
1641,172626.48
1642,214716.7
1643,220778.05
1644,224069.4
1645,191864.17
1646,154767.16
1647,153615.17
1648,124782.07
1649,140726.33
1650,116418.52
1651,123188.99
1652,95075.914
1653,96731.14
1654,149385.0
1655,145872.8
1656,151036.2
1657,150093.98
1658,151888.56
1659,130793.48
1660,163379.8
1661,432904.44
1662,392645.47
1663,371512.47
1664,408300.8
1665,311453.28
1666,342452.28
1667,382882.38
1668,318030.6
1669,284288.47
1670,349238.78
1671,248312.7
1672,466797.3
1673,306627.38
1674,242660.33
1675,182373.61
1676,190378.62
1677,212289.86
1678,468604.1
1679,416656.75
1680,318011.12
1681,238850.67
1682,298878.75
1683,174325.28
1684,173311.38
1685,173486.88
1686,170688.39
1687,172223.25
1688,185613.5
1689,190976.28
1690,193456.39
1691,179788.72
1692,265359.8
1693,168814.81
1694,182747.55
1695,166093.66
1696,254934.98
1697,169715.72
1698,366825.5
1699,319940.7
1700,244943.1
1701,259753.39
1702,254955.17
1703,255024.42
1704,292999.7
1705,224831.5
1706,406294.66
1707,224428.89
1708,202502.17
1709,265962.6
1710,206648.11
1711,254554.61
1712,262769.53
1713,265098.44
1714,225586.42
1715,206482.42
1716,195226.61
1717,180228.34
1718,133696.75
1719,195581.98
1720,246422.66
1721,182482.94
1722,125922.44
1723,150874.19
1724,206260.4
1725,236137.14
1726,184363.95
1727,158783.64
1728,180540.53
1729,166089.11
1730,165236.36
1731,116251.36
1732,120916.6
1733,119333.3
1734,122341.68
1735,135503.34
1736,114067.56
1737,341765.16
1738,210740.4
1739,309973.25
1740,220211.83
1741,192922.92
1742,171369.97
1743,173042.31
1744,317427.75
1745,233388.61
1746,180920.33
1747,202769.66
1748,218508.39
1749,141303.75
1750,125342.82
1751,232089.39
1752,120210.34
1753,140696.62
1754,184488.5
1755,158557.33
1756,135790.19
1757,120578.29
1758,139447.72
1759,161003.34
1760,159025.23
1761,137799.0
1762,178014.5
1763,170144.89
1764,107211.01
1765,174756.67
1766,175682.77
1767,214201.2
1768,156212.39
1769,175102.17
1770,156439.69
1771,133009.61
1772,128357.414
1773,135047.16
1774,115454.086
1775,142956.73
1776,112578.99
1777,111578.51
1778,143996.8
1779,110469.43
1780,174626.25
1781,130798.164
1782,96277.86
1783,133804.03
1784,100725.984
1785,122307.234
1786,156205.38
1787,150568.73
1788,63036.367
1789,103677.57
1790,84181.62
1791,177498.17
1792,160779.94
1793,132574.22
1794,156117.94
1795,132912.97
1796,127605.89
1797,118929.48
1798,124337.97
1799,113171.44
1800,129266.51
1801,135590.16
1802,142709.92
1803,150478.16
1804,146339.83
1805,141029.67
1806,113689.266
1807,136182.8
1808,118301.78
1809,116267.38
1810,148945.56
1811,99328.375
1812,96912.62
1813,121931.125
1814,97252.016
1815,53436.57
1816,99422.875
1817,106043.77
1818,152112.55
1819,116582.97
1820,48473.867
1821,120447.234
1822,147861.84
1823,32666.924
1824,132092.77
1825,135985.02
1826,98914.805
1827,96762.125
1828,139681.72
1829,99866.66
1830,138981.36
1831,151729.52
1832,82205.25
1833,137165.06
1834,118648.516
1835,139693.33
1836,124830.766
1837,86918.7
1838,119051.34
1839,90811.305
1840,151739.28
1841,138656.9
1842,74165.55
1843,137079.36
1844,142655.17
1845,140481.97
1846,143197.84
1847,159834.92
1848,54161.754
1849,114389.945
1850,116291.91
1851,156024.19
1852,130006.86
1853,129205.72
1854,179057.22
1855,155707.02
1856,214925.66
1857,174705.38
1858,124772.9
1859,120833.05
1860,143393.62
1861,120833.05
1862,326054.12
1863,302895.6
1864,302895.6
1865,316441.34
1866,327072.72
1867,226690.55
1868,288633.0
1869,202270.98
1870,231750.28
1871,241862.88
1872,170105.69
1873,221232.28
1874,147424.1
1875,199450.08
1876,192233.28
1877,209888.67
1878,206122.4
1879,123770.94
1880,136114.23
1881,236959.7
1882,249119.8
1883,193920.77
1884,203881.94
1885,239803.67
1886,302970.75
1887,200288.27
1888,276716.78
1889,161852.67
1890,117789.28
1891,134102.94
1892,101186.88
1893,130930.46
1894,123349.0
1895,135033.88
1896,126314.98
1897,109597.5
1898,111193.836
1899,173195.48
1900,154018.9
1901,180816.5
1902,144649.22
1903,223207.8
1904,155262.34
1905,188864.52
1906,184913.52
1907,207633.52
1908,115289.66
1909,138764.55
1910,123369.12
1911,220389.7
1912,313605.66
1913,151188.33
1914,65432.766
1915,331012.44
1916,77048.37
1917,262145.44
1918,140544.53
1919,168231.95
1920,151496.86
1921,437525.06
1922,315332.47
1923,203347.4
1924,214581.16
1925,218076.55
1926,389910.38
1927,132039.94
1928,150845.89
1929,123693.59
1930,135658.39
1931,145509.88
1932,139107.08
1933,190010.55
1934,181743.06
1935,173599.73
1936,196152.31
1937,185542.36
1938,175891.2
1939,251210.5
1940,179107.64
1941,171262.61
1942,184310.38
1943,220308.33
1944,369614.03
1945,389885.7
1946,160439.56
1947,300579.0
1948,163220.5
1949,235979.42
1950,190662.9
1951,254321.28
1952,216228.58
1953,157846.06
1954,179469.67
1955,126559.55
1956,298322.6
1957,150496.11
1958,337102.44
1959,143079.58
1960,116949.5
1961,115308.98
1962,102324.94
1963,109433.625
1964,105145.31
1965,149701.86
1966,144703.73
1967,285816.1
1968,439027.62
1969,393040.44
1970,452608.22
1971,394695.12
1972,386585.2
1973,258923.94
1974,316709.25
1975,497489.66
1976,271967.66
1977,382773.84
1978,383569.25
1979,325164.62
1980,190280.33
1981,321943.2
1982,221064.7
1983,201203.5
1984,168475.5
1985,209384.7
1986,208464.98
1987,184164.31
1988,178137.97
1989,190886.5
1990,210457.31
1991,232213.17
1992,209582.72
1993,167444.48
1994,234049.2
1995,183529.2
1996,245827.78
1997,345227.06
1998,335657.78
1999,257932.17
2000,321020.62
2001,254637.75
2002,236341.28
2003,265425.94
2004,268322.88
2005,214668.11
2006,224716.03
2007,242363.02
2008,220230.05
2009,191856.84
2010,194055.7
2011,135464.22
2012,177666.36
2013,185313.1
2014,185357.42
2015,202877.02
2016,192412.19
2017,198030.12
2018,121233.08
2019,134338.66
2020,102541.96
2021,105014.875
2022,175657.86
2023,138611.75
2024,245046.31
2025,364670.62
2026,171695.02
2027,153396.23
2028,156524.25
2029,171641.98
2030,268944.22
2031,227956.39
2032,249730.81
2033,259129.3
2034,163658.12
2035,216832.62
2036,190733.89
2037,195889.17
2038,303433.72
2039,234385.73
2040,327236.6
